Student,required_hours,total_hours_completed,attendance_rate,hours_completed_ratio,late_count,absent_count,total_tasks_logged,total_task_hours,number_of_distinct_competencies,hours_software_development,hours_machine_learning_engineering,hours_it_related_research,hours_ux_ui_design,hours_information_security_analysis,hours_networking,hours_technical_support,hours_data_analysis,hours_customer_service,hours_data_entry_management,hours_office_work,total_chatbot_queries,chatbot_queries_last_30_days,weekly_progress_grade,narrative_report_grade,coordinator_eval_grade,supervisor_eval_grade,has_weekly_progress_grade,has_narrative_report_grade,has_coordinator_eval_grade,has_supervisor_eval_grade,final_ojt_grade,risk_level
Student_364,240,91.1,55.9,0.38,0,15,46,110.0,5,12.7,29.5,8.7,0.0,0.0,10.4,48.7,0.0,0.0,0.0,0.0,12,4,50.0,85.4,86.8,73.9,1,1,1,1,74.0,HIGH
Student_365,600,574.3,98.8,0.957,1,1,41,61.7,7,1.1,0.0,0.0,0.0,6.5,10.6,26.4,10.7,2.3,4.1,0.0,9,2,83.1,99.8,92.0,100.0,1,1,1,1,94.98,LOW
Student_366,600,486.1,80.5,0.81,0,15,75,344.6,5,0.0,0.0,0.0,11.0,108.0,0.0,46.7,0.0,0.0,70.9,107.9,6,2,88.5,100.0,90.2,94.9,1,1,1,1,93.7,LOW
Student_367,400,98.3,55.4,0.246,1,25,13,53.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,5,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_368,486,375.3,86.4,0.772,0,9,36,133.5,6,49.1,27.8,3.7,3.4,40.0,0.0,0.0,0.0,9.6,0.0,0.0,11,3,72.9,79.7,79.3,93.5,1,1,1,1,83.78,MEDIUM
Student_369,200,80.1,76.0,0.4,1,6,78,375.6,7,0.0,6.1,33.3,167.0,0.0,39.4,0.0,40.6,44.5,44.8,0.0,10,2,55.7,77.2,73.1,85.0,1,1,1,1,75.2,MEDIUM
Student_370,300,7.7,9.3,0.026,0,39,2,4.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_371,300,158.9,61.5,0.53,0,15,42,118.0,8,10.6,11.2,0.9,10.3,0.0,0.0,20.9,25.6,25.2,0.0,13.3,13,7,70.6,65.3,60.3,80.4,1,1,1,1,71.4,HIGH
Student_372,486,126.5,61.2,0.26,1,26,11,42.7,2,0.0,0.0,0.0,0.0,0.0,3.0,39.7,0.0,0.0,0.0,0.0,2,0,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_373,600,342.2,81.4,0.57,0,13,78,236.9,10,18.0,23.3,0.0,16.0,23.5,14.1,26.8,14.6,61.2,22.3,17.2,20,5,93.4,100.0,100.0,100.0,1,1,1,1,98.68,LOW
Student_374,600,509.9,88.6,0.85,1,9,31,123.4,7,10.4,17.5,8.4,37.0,32.1,0.0,0.0,10.6,0.0,7.4,0.0,38,18,79.9,76.7,94.8,94.2,1,1,1,1,87.96,LOW
Student_375,600,529.8,96.0,0.883,0,3,57,142.0,10,0.0,19.8,7.7,7.4,11.6,1.6,4.8,10.7,29.0,43.3,6.1,21,11,84.8,94.5,97.8,99.2,1,1,1,1,95.1,LOW
Student_376,486,0.0,0.0,0.0,0,67,10,35.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4,0.0,0.0,4,1,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_377,240,85.1,75.9,0.355,0,7,19,49.6,4,4.0,0.0,0.0,0.0,14.7,7.0,0.0,0.0,0.0,23.9,0.0,12,6,50.0,81.2,76.7,57.4,1,1,1,1,64.54,HIGH
Student_378,240,135.4,67.6,0.564,1,11,51,225.1,5,88.9,0.0,7.0,15.2,0.0,0.0,28.4,0.0,0.0,0.0,85.6,3,1,63.5,78.2,64.9,81.8,1,1,1,1,74.04,HIGH
Student_379,486,42.7,39.0,0.088,3,36,23,59.0,4,0.0,9.0,13.4,0.0,0.0,13.1,0.0,23.5,0.0,0.0,0.0,6,1,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_380,240,12.1,14.3,0.05,0,30,7,14.7,3,1.1,0.0,0.0,0.0,9.1,0.0,0.0,0.0,4.4,0.0,0.0,8,5,50.0,54.1,50.0,0.0,1,1,1,0,30.82,HIGH
Student_381,600,258.4,68.8,0.431,3,25,34,59.3,7,25.8,0.0,0.0,0.7,3.2,0.0,3.4,3.7,3.1,0.0,19.5,0,0,55.2,68.5,63.5,72.1,1,1,1,1,66.28,HIGH
Student_382,240,160.3,73.5,0.668,0,9,59,269.8,7,0.0,69.7,51.9,25.4,23.8,51.6,0.0,42.5,0.0,5.0,0.0,1,0,78.4,94.0,89.8,85.5,1,1,1,1,86.64,LOW
Student_383,300,14.2,27.5,0.047,0,29,14,60.7,3,0.0,0.0,0.0,0.0,10.8,0.0,0.0,22.9,0.0,0.0,27.0,2,0,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_384,600,411.8,90.1,0.686,4,8,55,199.8,10,15.5,30.4,9.0,14.1,59.9,1.5,22.7,23.3,18.7,0.0,4.6,7,3,73.3,84.1,96.5,100.0,1,1,1,1,90.78,LOW
Student_385,300,136.4,60.0,0.455,0,14,49,193.1,8,15.4,3.1,59.5,0.0,33.6,41.6,0.0,25.2,6.3,0.0,8.3,2,0,60.7,74.3,64.8,91.6,1,1,1,1,76.6,MEDIUM
Student_386,400,60.7,35.7,0.152,5,36,27,111.7,2,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,74.2,0.0,3,1,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_387,600,255.3,53.9,0.426,4,41,70,222.5,7,68.3,0.0,21.5,0.0,35.8,0.0,0.0,21.3,8.5,35.8,31.3,5,1,50.0,62.7,77.9,81.8,1,1,1,1,70.84,HIGH
Student_388,486,392.2,86.8,0.807,1,9,69,124.9,7,5.7,0.0,7.6,0.0,12.8,39.1,0.0,0.0,0.6,9.7,49.4,9,6,96.7,90.3,95.9,96.6,1,1,1,1,95.22,LOW
Student_389,240,21.0,39.4,0.088,2,20,9,26.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,0.0,1,0,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_390,600,4.9,10.1,0.008,1,80,13,55.2,3,0.0,14.7,0.0,0.0,10.3,30.2,0.0,0.0,0.0,0.0,0.0,1,0,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_391,400,314.2,91.1,0.786,0,4,68,160.3,9,0.0,3.5,6.1,19.4,13.7,17.9,0.0,7.6,19.5,56.0,16.7,1,0,84.9,91.4,82.6,99.0,1,1,1,1,91.38,LOW
Student_392,486,353.7,83.1,0.728,0,10,74,136.0,10,4.8,0.0,10.1,2.4,11.9,23.0,1.7,8.2,13.3,16.2,44.3,71,37,82.1,90.2,100.0,99.8,1,1,1,1,94.38,LOW
Student_393,300,90.4,45.2,0.301,1,23,18,47.6,3,27.5,0.0,0.0,0.0,0.0,2.6,0.0,17.6,0.0,0.0,0.0,8,2,50.0,64.5,55.9,55.4,1,1,1,1,56.24,HIGH
Student_394,600,394.3,89.5,0.657,3,9,47,89.9,6,7.9,16.5,0.0,0.0,9.5,0.0,1.3,16.9,0.0,37.8,0.0,4,1,93.8,100.0,100.0,100.0,1,1,1,1,98.76,LOW
Student_395,200,46.4,44.0,0.232,0,14,11,53.9,3,0.0,0.0,21.4,23.3,9.2,0.0,0.0,0.0,0.0,0.0,0.0,4,2,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_396,200,95.4,65.5,0.477,1,10,37,82.2,8,7.9,0.0,8.6,0.9,11.3,0.0,8.9,13.3,8.4,22.8,0.0,4,0,58.1,72.3,81.7,76.7,1,1,1,1,73.1,HIGH
Student_397,300,124.8,77.1,0.416,0,8,23,110.3,4,32.3,0.0,0.0,0.0,50.6,0.0,0.0,20.0,0.0,0.0,7.4,8,2,50.0,56.4,61.6,70.7,1,1,1,1,61.88,HIGH
Student_398,240,126.1,75.8,0.525,1,8,78,357.0,8,107.8,9.4,62.1,27.1,0.0,0.0,4.6,45.0,39.4,0.0,61.6,3,0,50.0,73.1,82.8,79.8,1,1,1,1,73.1,HIGH
Student_399,200,0.0,0.0,0.0,0,25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_400,486,57.6,37.0,0.119,2,34,7,25.9,2,0.0,0.0,0.0,0.0,0.0,10.8,0.0,15.1,0.0,0.0,0.0,9,2,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_401,240,195.1,93.3,0.813,1,2,51,95.5,10,10.3,7.1,3.8,0.0,16.6,4.6,0.7,15.1,17.5,8.6,11.1,26,6,72.2,73.0,77.5,79.3,1,1,1,1,76.26,MEDIUM
Student_402,400,74.6,43.9,0.186,0,32,19,85.6,6,0.0,13.3,11.3,8.0,0.0,0.0,36.7,0.0,8.4,7.8,0.0,2,1,50.0,67.1,63.1,0.0,1,1,1,0,36.04,HIGH
Student_403,200,52.3,51.9,0.262,1,13,27,82.0,6,12.1,7.3,0.0,0.0,16.2,9.4,26.1,0.0,10.7,0.0,0.0,2,0,50.0,75.2,76.1,56.3,1,1,1,1,62.78,HIGH
Student_404,200,77.9,68.0,0.39,0,8,24,93.8,3,0.0,49.1,0.0,0.0,0.0,0.0,0.0,26.4,0.0,0.0,18.2,4,2,50.0,51.4,50.0,58.9,1,1,1,1,53.84,HIGH
Student_405,486,92.2,51.8,0.19,0,27,11,42.3,4,0.0,0.0,10.9,0.0,0.0,0.0,0.0,26.5,1.0,0.0,3.9,2,1,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_406,200,71.1,61.5,0.356,1,10,11,37.8,2,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,25.2,0.0,0.0,4,0,50.0,84.4,80.2,51.9,1,1,1,1,63.68,HIGH
Student_407,240,5.8,10.7,0.024,0,25,4,14.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_408,300,120.1,65.9,0.4,2,15,11,29.5,4,0.0,3.9,0.0,5.8,0.0,0.0,0.0,0.0,12.1,7.7,0.0,1,0,50.0,57.8,60.9,71.7,1,1,1,1,62.42,HIGH
Student_409,400,200.6,68.8,0.501,2,15,65,135.1,10,2.3,7.1,4.1,13.1,18.7,0.0,6.9,4.8,15.4,33.1,29.4,9,5,60.1,86.5,80.5,74.1,1,1,1,1,75.06,MEDIUM
Student_410,400,206.7,75.9,0.517,3,14,28,49.8,6,3.0,0.0,0.0,4.1,0.0,21.8,16.7,0.0,1.7,0.0,2.4,9,3,57.9,70.9,74.0,76.3,1,1,1,1,71.08,HIGH
Student_411,240,108.4,64.5,0.452,0,11,25,104.9,4,0.0,0.0,14.3,0.0,0.0,0.0,0.0,73.1,0.0,13.2,4.3,6,1,50.0,76.7,74.1,58.6,1,1,1,1,63.6,HIGH
Student_412,400,20.7,27.7,0.052,0,34,8,31.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,0.0,9,2,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_413,486,10.2,10.6,0.021,1,59,10,31.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_414,486,369.0,85.5,0.759,0,10,26,68.6,5,0.0,9.8,18.2,8.8,30.5,1.3,0.0,0.0,0.0,0.0,0.0,8,5,54.3,98.1,96.4,83.0,1,1,1,1,82.96,MEDIUM
Student_415,240,30.5,27.6,0.127,0,21,32,51.3,3,0.0,0.0,0.0,28.3,0.0,0.0,0.0,0.0,16.9,0.0,6.1,3,1,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_416,300,54.4,44.4,0.181,3,20,29,78.0,2,0.0,0.0,45.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1,4,0,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_417,486,168.2,59.4,0.346,2,28,32,98.9,3,28.2,0.0,67.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,5,2,50.0,78.5,77.9,54.4,1,1,1,1,63.04,HIGH
Student_418,200,7.1,25.0,0.036,0,21,11,47.5,3,0.0,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,15.0,14.0,1,0,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_419,600,227.6,73.5,0.379,0,18,16,31.1,3,0.0,0.0,0.0,0.0,1.8,3.2,0.0,0.0,26.1,0.0,0.0,10,5,50.0,69.8,78.2,72.3,1,1,1,1,68.52,HIGH
Student_420,400,182.5,63.6,0.456,1,20,24,40.9,2,0.0,0.0,0.0,0.0,12.7,0.0,0.0,0.0,28.2,0.0,0.0,2,1,50.0,62.3,78.8,59.0,1,1,1,1,61.82,HIGH
Student_421,240,101.2,77.8,0.422,0,6,70,269.6,7,0.0,0.0,23.2,36.6,6.2,20.6,124.5,28.1,0.0,30.4,0.0,7,3,70.1,76.9,91.2,88.4,1,1,1,1,83.0,MEDIUM
Student_422,600,27.9,23.8,0.046,1,64,6,13.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,2.6,0.0,0.0,1,0,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_423,300,98.5,74.4,0.328,1,10,26,59.2,6,0.0,0.0,10.4,5.2,16.6,3.7,0.0,0.0,9.2,14.1,0.0,10,2,50.0,70.9,65.6,64.7,1,1,1,1,63.18,HIGH
Student_424,486,92.4,49.3,0.19,0,36,26,125.0,4,30.0,8.1,9.8,0.0,0.0,0.0,0.0,0.0,77.1,0.0,0.0,0,0,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_425,240,44.7,44.8,0.186,0,16,19,92.0,4,27.2,0.0,0.0,10.0,0.0,0.0,25.1,0.0,0.0,29.7,0.0,4,2,50.0,58.4,50.0,0.0,1,1,1,0,31.68,HIGH
Student_426,400,74.1,55.3,0.185,1,21,11,19.5,5,0.0,0.0,5.8,0.7,0.0,0.5,0.0,7.0,0.0,5.5,0.0,2,1,50.0,59.7,57.5,0.0,1,1,1,0,33.44,HIGH
Student_427,200,108.9,68.0,0.544,0,8,68,277.5,10,35.9,49.1,25.9,30.9,5.7,11.8,0.0,15.3,10.0,27.6,65.2,4,2,63.6,98.9,87.8,77.2,1,1,1,1,80.94,MEDIUM
Student_428,240,158.1,67.7,0.659,0,10,52,168.0,6,0.0,0.0,57.6,0.0,5.7,0.0,33.0,32.5,13.0,26.2,0.0,16,4,69.6,93.6,83.5,86.8,1,1,1,1,84.06,MEDIUM
Student_429,300,105.4,63.9,0.351,0,13,34,122.3,5,0.0,54.3,0.0,0.0,3.8,5.4,0.0,24.7,0.0,0.0,34.1,6,3,50.0,92.0,88.5,69.2,1,1,1,1,73.78,HIGH
Student_430,600,367.5,65.2,0.612,0,31,40,72.3,10,10.2,9.2,24.2,0.0,7.5,9.4,0.7,1.2,0.5,2.9,6.5,4,2,50.3,69.5,62.4,73.3,1,1,1,1,65.76,HIGH
Student_431,200,103.1,61.5,0.516,0,10,73,223.2,8,0.0,0.0,0.0,17.1,18.1,6.8,29.5,45.7,47.5,34.7,23.8,5,2,50.0,85.6,94.0,87.2,1,1,1,1,80.8,MEDIUM
Student_432,486,192.1,66.7,0.395,2,19,34,164.0,4,0.0,0.0,29.2,13.4,0.0,118.3,0.0,3.0,0.0,0.0,0.0,5,2,50.0,51.6,52.3,50.0,1,1,1,1,50.78,HIGH
Student_433,300,132.1,57.5,0.44,0,17,78,218.4,5,0.0,0.0,89.6,46.0,0.0,48.4,24.7,0.0,0.0,0.0,9.7,7,2,50.0,59.6,79.7,77.4,1,1,1,1,68.82,HIGH
Student_434,240,147.5,70.6,0.615,0,10,71,108.9,6,10.2,18.3,0.0,5.8,38.2,0.0,0.0,20.9,0.0,0.0,15.4,5,1,52.8,56.4,63.5,81.1,1,1,1,1,66.98,HIGH
Student_435,400,261.0,92.2,0.652,0,4,31,62.4,6,4.0,0.0,0.0,0.0,5.4,5.3,0.0,21.0,0.0,3.6,23.1,4,2,81.2,100.0,93.1,95.7,1,1,1,1,93.14,LOW
Student_436,200,88.7,73.1,0.444,0,7,44,204.0,7,10.1,43.7,0.0,0.0,34.3,35.2,11.5,0.0,35.3,0.0,33.9,8,2,75.6,63.5,74.7,82.0,1,1,1,1,75.56,MEDIUM
Student_437,240,142.2,96.6,0.592,1,1,48,138.0,10,29.8,6.2,6.5,3.2,10.7,0.0,6.0,4.6,9.8,52.0,9.2,10,2,87.5,95.1,94.4,98.9,1,1,1,1,94.96,LOW
Student_438,600,93.4,42.9,0.156,1,40,30,108.0,5,56.0,0.0,34.9,0.0,0.0,8.1,0.0,2.5,0.0,6.5,0.0,6,2,50.0,84.7,57.4,0.0,1,1,1,0,38.42,HIGH
Student_439,400,40.4,37.3,0.101,4,32,2,3.4,2,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.0,0.0,0.0,0.0,3,0,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_440,200,47.5,48.0,0.238,0,13,49,206.5,6,23.4,0.0,0.0,33.5,50.9,0.0,0.0,14.5,0.0,78.4,5.8,4,1,50.0,92.5,71.7,63.8,1,1,1,1,68.36,HIGH
Student_441,600,403.4,81.7,0.672,0,15,78,204.0,5,29.3,51.5,0.0,6.2,28.6,88.6,0.0,0.0,0.0,0.0,0.0,6,3,77.7,76.3,100.0,98.7,1,1,1,1,90.28,LOW
Student_442,300,82.8,56.1,0.276,2,18,2,5.6,1,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,11,2,50.0,66.6,60.4,51.8,1,1,1,1,56.12,HIGH
Student_443,600,6.7,7.6,0.011,0,73,14,25.5,1,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,0.0,0.0,0.0,6,1,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_444,600,250.3,73.4,0.417,2,21,29,57.2,4,0.0,0.0,0.0,5.2,0.0,1.6,23.4,27.0,0.0,0.0,0.0,20,7,50.0,62.7,71.4,63.2,1,1,1,1,62.1,HIGH
Student_445,200,44.3,38.5,0.221,0,16,33,115.9,5,0.0,11.2,0.0,13.5,0.0,0.0,0.0,21.8,0.0,36.2,33.3,10,5,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_446,200,22.6,32.0,0.113,0,17,15,28.1,5,0.0,0.0,2.3,1.1,0.0,0.0,0.0,0.0,11.7,3.0,10.0,9,5,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_447,240,66.9,69.0,0.279,0,9,28,71.0,9,6.1,0.9,21.6,1.3,20.2,5.7,0.0,9.0,0.7,0.0,5.5,15,5,50.0,79.1,76.0,72.1,1,1,1,1,69.86,HIGH
Student_448,600,274.4,65.0,0.457,0,28,77,265.3,8,0.0,13.5,12.9,54.8,0.0,47.2,0.0,78.8,10.6,33.7,13.8,1,0,67.0,85.9,77.8,64.9,1,1,1,1,72.1,HIGH
Student_449,600,192.3,59.1,0.32,4,36,31,153.8,2,0.0,0.0,0.0,45.2,0.0,0.0,0.0,0.0,0.0,0.0,108.6,24,7,50.0,50.0,57.8,62.3,1,1,1,1,56.48,HIGH
Student_450,300,103.6,48.8,0.345,1,22,59,199.3,9,11.6,24.7,0.0,40.8,3.1,41.6,11.0,12.3,13.7,40.5,0.0,11,6,50.0,50.0,50.0,66.1,1,1,1,1,56.44,HIGH
Student_451,400,198.9,81.2,0.497,2,9,25,98.8,4,0.0,0.0,0.0,23.9,0.0,51.3,0.0,0.0,14.0,9.6,0.0,7,1,50.0,77.9,76.0,55.6,1,1,1,1,63.02,HIGH
Student_452,200,37.5,44.0,0.188,1,14,13,39.4,1,0.0,0.0,0.0,0.0,0.0,0.0,39.4,0.0,0.0,0.0,0.0,8,3,50.0,50.0,50.0,0.0,1,1,1,0,30.0,HIGH
Student_453,200,63.3,61.5,0.316,1,10,25,56.6,5,0.0,0.0,0.0,42.0,0.0,1.5,1.0,0.0,1.7,10.4,0.0,5,3,50.0,72.1,54.7,56.1,1,1,1,1,57.8,HIGH
Student_454,400,299.8,89.5,0.75,0,6,25,67.1,7,0.0,5.9,23.7,0.0,7.3,0.0,0.0,5.7,11.4,1.2,11.9,16,7,58.5,100.0,88.2,95.3,1,1,1,1,87.46,LOW
Student_455,600,595.7,100.0,0.993,4,0,57,194.8,10,16.2,10.6,14.2,58.1,16.9,0.0,12.2,7.1,4.3,4.6,50.6,23,9,97.3,81.0,98.3,89.5,1,1,1,1,91.12,LOW
Student_456,300,127.4,72.2,0.425,0,10,57,206.5,6,27.0,0.0,43.6,22.9,0.0,44.3,0.0,0.0,43.3,0.0,25.4,9,4,61.3,72.8,51.9,92.9,1,1,1,1,74.36,HIGH
Student_457,600,6.1,4.9,0.01,1,77,1,4.2,3,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.0,3,1,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_458,240,31.3,37.9,0.13,1,18,17,79.4,4,0.0,14.7,0.0,0.0,0.0,20.4,26.1,0.0,0.0,0.0,18.1,8,4,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_459,300,94.8,59.1,0.316,2,18,14,28.5,3,16.3,0.0,0.0,7.1,0.0,0.0,0.0,5.1,0.0,0.0,0.0,15,8,50.0,50.0,50.0,64.6,1,1,1,1,55.84,HIGH
Student_460,200,44.9,52.0,0.224,2,12,23,68.1,6,0.0,0.0,0.0,0.0,13.7,7.8,10.6,11.1,0.0,5.1,19.7,6,3,50.0,50.0,50.0,57.3,1,1,1,1,52.92,HIGH
Student_461,400,221.1,83.0,0.553,0,9,77,343.3,10,78.5,17.9,19.1,21.8,16.6,31.4,34.0,3.1,73.3,47.6,0.0,33,22,58.0,78.6,90.1,81.1,1,1,1,1,77.78,MEDIUM
Student_462,240,134.9,92.9,0.562,1,2,55,138.7,9,14.1,0.0,10.7,7.7,17.0,4.6,42.3,0.0,27.2,10.6,4.5,3,1,74.9,74.4,93.5,95.1,1,1,1,1,86.6,LOW
Student_463,200,107.1,75.9,0.536,1,7,52,166.2,7,0.0,15.3,1.3,42.5,19.2,0.0,45.3,22.2,20.3,0.0,0.0,4,2,61.2,56.7,64.5,75.2,1,1,1,1,66.56,HIGH
Student_464,400,1.5,1.9,0.004,0,53,10,24.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,0.0,2,0,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_465,200,95.6,55.2,0.478,0,13,34,160.2,6,1.2,7.7,48.9,6.5,0.0,0.0,0.0,0.0,72.9,0.0,22.9,26,6,50.0,73.8,99.6,65.6,1,1,1,1,70.92,HIGH
Student_466,200,127.9,84.6,0.64,0,4,60,261.2,9,29.4,11.7,27.0,7.0,0.0,0.0,27.3,23.9,36.0,40.9,58.0,2,1,94.5,84.7,100.0,99.3,1,1,1,1,95.56,LOW
Student_467,200,118.8,89.3,0.594,0,3,52,205.0,5,0.0,0.0,27.5,0.0,0.0,44.3,0.0,78.7,17.6,36.9,0.0,12,3,66.0,97.7,93.6,98.5,1,1,1,1,90.86,LOW
Student_468,200,58.8,64.0,0.294,1,9,29,122.4,3,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,91.9,17.2,13,5,50.0,62.0,69.5,50.9,1,1,1,1,56.66,HIGH
Student_469,486,66.8,45.5,0.137,1,30,11,54.8,6,5.7,0.0,6.0,16.5,0.0,4.6,10.5,0.0,11.4,0.0,0.0,3,0,50.0,52.7,50.0,50.0,1,1,1,1,50.54,HIGH
Student_470,300,95.6,56.4,0.319,1,17,22,97.9,4,46.2,0.0,0.0,0.0,3.4,0.0,28.5,0.0,19.7,0.0,0.0,9,4,50.0,90.0,76.1,64.3,1,1,1,1,68.94,HIGH
Student_471,240,58.3,55.2,0.243,2,13,4,18.1,2,0.0,0.0,0.0,0.0,0.0,11.0,0.0,7.1,0.0,0.0,0.0,4,1,50.0,59.1,55.3,0.0,1,1,1,0,32.88,HIGH
Student_472,300,154.4,77.1,0.515,2,8,39,109.6,10,2.8,18.4,9.3,11.3,1.7,1.0,26.7,15.2,13.0,10.1,0.0,21,7,53.5,58.9,76.4,94.9,1,1,1,1,75.72,MEDIUM
Student_473,200,1.7,16.0,0.008,0,21,5,19.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,50.0,66.1,56.4,0.0,1,1,1,0,34.5,HIGH
Student_474,486,393.5,86.2,0.81,0,9,43,152.7,8,6.4,40.0,0.0,15.2,39.2,0.0,11.4,0.0,19.3,13.4,7.8,29,13,86.2,67.6,75.4,87.5,1,1,1,1,80.84,MEDIUM
Student_475,200,38.4,42.3,0.192,1,15,21,97.8,5,19.7,0.0,15.8,0.0,6.6,53.7,0.0,0.0,2.1,0.0,0.0,6,3,50.0,55.4,50.0,50.0,1,1,1,1,51.08,HIGH
Student_476,400,67.7,36.2,0.169,3,37,10,31.6,2,0.0,29.4,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,6,2,50.0,50.0,50.0,50.0,1,1,1,1,50.0,HIGH
Student_477,400,40.8,25.5,0.102,1,41,1,2.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,5,50.0,50.0,61.0,50.0,1,1,1,1,52.2,HIGH
Student_478,600,51.0,29.7,0.085,3,52,12,46.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,50.0,56.0,50.0,50.0,1,1,1,1,51.2,HIGH
Student_479,300,55.3,36.1,0.184,2,23,11,38.6,2,0.0,0.0,0.0,25.6,0.0,0.0,0.0,0.0,13.0,0.0,0.0,12,6,50.0,50.0,56.6,0.0,1,1,1,0,31.32,HIGH
Student_480,240,108.7,58.1,0.453,0,13,13,59.7,2,0.0,0.0,37.9,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,7,50.0,59.3,68.2,63.9,1,1,1,1,61.06,HIGH
Student_481,300,155.8,70.0,0.519,2,12,16,44.8,6,12.8,0.0,1.6,0.0,0.0,0.0,1.0,15.8,2.2,0.0,11.5,8,3,50.0,75.4,74.9,52.0,1,1,1,1,60.86,HIGH
Student_482,240,170.3,93.8,0.71,0,2,74,331.2,10,59.9,72.7,32.5,14.8,41.1,7.3,10.2,1.4,0.0,34.9,56.3,21,4,89.2,100.0,100.0,100.0,1,1,1,1,97.84,LOW
Student_483,200,103.8,72.0,0.519,0,7,60,135.9,9,19.7,0.0,2.2,7.2,15.0,2.6,13.4,0.0,27.3,19.4,29.2,9,5,78.9,78.2,82.3,89.8,1,1,1,1,83.8,MEDIUM
Student_484,200,68.7,56.0,0.344,0,11,49,197.8,7,8.4,12.4,7.7,31.2,0.0,35.7,62.2,0.0,0.0,40.3,0.0,7,2,51.1,70.9,80.7,80.0,1,1,1,1,72.54,HIGH
Student_485,200,55.2,60.0,0.276,0,10,23,63.1,4,0.0,0.0,15.9,0.0,4.2,22.7,0.0,0.0,20.2,0.0,0.0,10,4,50.0,73.1,63.6,0.0,1,1,1,0,37.34,HIGH
